id,dept,first,last,numratings,overall_rating
1836,Equity Studies,Saeed,Hydaralli,17,4.8
1837,Natural Sciences,Elaina,Hyde,21,4
1838,Sociology,Sayeed,Hydralli,3,2.8
1839,Mathematics,Ku,Hyejin,3,2.7
1840,Theatre,Belarie,Hyman Zatzman,0,
1841,Geography,Jennifer,Hyndman,1,5
1842,Kinesiology,Loriann,Hynes,3,3.9
1843,Psychology,Michaela,Hynie,24,4.7
1844,Humanities,Theresa,Hyun,2,1
1845,Humanities,Teresa,Hyun,33,3
1846,Finance,Patrick,Iaboni,6,4.3
1847,Accounting,Sandra,Iacobelli,42,3.6
1848,Accounting,Amanda,Iacovatta,1,5
1849,African Studies,Tundi,Iamdown,1,3
1850,Psychology,Iana,Ianakieva,0,
1851,Languages,Roberta,Iannacito-Provenzano,21,3.9
1852,Business,Fotini,Iconomopoulos,2,5
1853,Social Science,Paul,Idahosa,24,3.6
1854,Not Specified,Paul,Idahosa,0,
1855,African Studies,Uwafiokin,Idemudia,16,4.2
1856,Chemistry,Damien,Ifa,25,2.6
1857,Chemistry,Demian,Ifa,8,3.9
1858,Marketing,Claudia,Iglesias,8,2.5
1859,African Studies,Everett,Igobwa,5,4.4
1860,Psychology,Gabriella,Iiie,5,3.9
1861,Philosophy,Imola,Ilyes,0,
1862,Political Science,Arthur,Imperial,6,5
1863,Humanities,Susan,Ingram,28,3.1
1864,Mathematics,Patrick,Ingram,15,4.2
1865,Not Specified,Splettstoesser,Ingrid,5,1.6
1866,Humanities,Cecilia,Inkol,0,
1867,English,Christopher,Innes,9,2.8
1868,"Languages, Lit., & Linguistics",Kumiko,Inutsuka,11,4.4
1869,Social Science,Kelsey,Ioannoni,0,
1870,Humanities,Carla,Ionescu,5,5
1871,English,Maria,Ionita,2,4
1872,Humanities,Donald,Ipperciel,6,4.3
1873,Education,John,Ippolito,4,3.1
1874,Chinese,Dan,Ippolito,1,4
1875,Humanities,Candace,Iron,9,4.8
1876,Visual Arts,Chris,Ironside,10,4.4
1877,History,William,Irvine,112,4.2
1878,Management,Richard,Irving,10,2.9
1879,Information Science,Richard,Irving,22,3.1
1880,Business,Chris,Irwin,21,3.1
1881,Design,Cathrine,Ishino,4,1
1882,Health Policy & Management,Anwar,Islam,1,1
1883,Engineering,Benard,Isojeh,6,3.8
1884,Music,Jacques,Israelievitch,1,4.5
1885,Education,Neita,Israelite,15,4.9
1886,Social Work,Sasan,Issari,0,
1887,Education,Lisa,Issenberg,0,
1888,Languages,Gergana,Ivanova,4,3.8
1889,Natural Sciences,raji,iyer,3,2
1890,Science,Raji,Iyer,0,
1891,Chemistry,Rajeshwari (Raji),Iyer,113,3
1892,Health,Tamara,J Daly,0,
1893,Philosophy,Henry,Jackman,89,4
1894,History,Trinity,Jackman,6,4.4
1895,Humanities,Andy,Jackson,6,5
1896,English,Renee,Jackson,2,3.2
1897,Chemistry,Derek,Jackson,144,4.8
1898,Social Science,Lesley,Jacobs,16,3.2
1899,English,Tim,Jacobs,1,2
1900,Kinesiology,Ira,Jacobs,2,4.5
1901,Sociology,Merle,Jacobs,17,1.3
1902,Engineering,Mojgan,Jadidi,18,2.6
1903,Sociology,Beenash,Jafri,1,3
1904,Biology,Santosh,Jagadeeshan,8,2.3
1905,Music,Marian,Jago,1,4
1906,Physics,Rajinder,Jagpal,8,3.2
1907,Political Science,Ramin,Jahanbegloo,4,4.9
1908,Disaster Management,Manpreet,Jaiswal,4,3
1909,Economics,Ferdous,Jalil,24,3.2
1910,English,Aisha,Jamal,1,1
1911,Nursing,Neemera,Jamani,5,3.2
1912,Anthropology,Ryan,James,40,4.6
1913,Nursing,Carmen,James-Henry,5,1.6
1914,Information Technology,Manar,Jammal,13,4.5
1915,Kinesiology,Ronnie,Jamnik,32,4.2
1916,Mathematics,Arash,Jamshidpey,1,5
1917,Management,Axelle,Janczur,3,3.7
1918,Kinesiology,Stephanie,Jane Bowerman,20,2.9
1919,Biology,Christopher,Jang,108,3.4
1920,Accounting,Shivansh,Jani,5,4.6
1921,Biology,Shailee,Jani,0,
1922,Kinesiology,Shailee,Jani,3,4.3
1923,Visual Arts,Kriss,Janik,0,
1924,Economics,Yasin,Janjua,6,2.5
1925,Mathematics,Hanna,Jankowski,21,2.9
1926,Nursing,Shaina,Janmohamed,8,4
1927,Science,Richard,Jarrel,0,
1928,Philosophy,Ian,Jarvie,25,3
1929,Earth Science,Gary,Jarvis,23,4.5
1930,Economics,Joann,Jasiak,21,3.9
1931,Information Technology,Mohsen,Javdan,2,4
1932,Health Policy  Management,Priya,Jayaratna,5,2.8
1933,Languages,Ghada,Jayyusi-Lehn,14,4.5
1934,Economics,Nuri,Jazairi,19,2.8
1935,Design,Philippe,Jean,0,
1936,Sociology,Johanne,Jean-Pierre,1,5
1937,Physics,Stanley,Jeffers,93,2.2
1938,Music,Kelly,Jefferson,10,4.9
1939,Biology,Daniel,Jeffery,9,4.9
1940,Nursing,Janet,Jeffrey,4,4.2
1941,Computer Science,Michael,Jenkin,40,2.3
1942,Psychology,Heather,Jenkin,240,3.1
1943,Kinesiology,Todd,Jenkins,30,4.8
1944,Earth Science,Mary Ann,Jenkins,14,2.2
1945,Psychology,Gwen,Jenkins,14,3
1946,Health,Heather,Jenkins,1,3
1947,Geography,William,Jenkins,32,3.9
1948,Nursing,Anita,Jennings,5,1
1949,Womens & Gender Studies,Caitlin,Jensen,1,4
1950,Nursing,Elsabeth,Jensen,22,2
1951,Languages,Mihyon,Jeon,24,3.7
1952,"Languages, Literatures & Linguistics",Seongpil,Jeong,2,4.5
1953,Anthropology,Leslie,Jermyn,9,3.4
1954,Physics,Stanislaw,Jerzak,41,3.7
1955,Physics,Stan,Jerzak,190,4.8
1956,Communication,Desir�e,Jesus,0,
1957,Marketing,Archana,Jha,1,2
1958,Engineering,Cuiying,Jian,9,3.9
1959,Computer Science,Zhen Ming,Jiang,5,2.8
1960,Information Technology,Ling,Jiang,5,1.8
1961,Computer Science,Hui,Jiang,32,2.4
1962,Dance,Jennifer,Jimenez,1,1
1963,Education,Korina,Jocson,1,3
1964,Finance,Sofia,Johan,2,2.3
1965,Political Science,Tamanisha,John,3,1
1966,Latin American Studies,Taminisha,John,3,1
1967,Philosophy,David,Johnson,30,2.9
1968,Social Science,Jon,Johnson,31,4.8
1969,Biology,Lorraine,Johnson,8,1.7
1970,Physics,Matt,Johnson,1,5
1971,Art History,Monique,Johnson,2,2
1972,Political Science,Benjamin,Johnson,0,
1973,Chemistry,Philip,Johnson,65,2.8
1974,Fine Arts Cultural Studies,Sherry,Johnson,19,3
1975,Nursing,Nancy,Johnston,9,3.8
1976,Business,David,Johnston,20,2.8
1977,Business,Tony,Johnston,8,3.5
1978,Health Science,Heather,Johnston,0,
1979,Social Science,Cameron,Johnston,55,3.7
1980,Education,Eleanor,Johnston,21,1
1981,Human Resources Management,Hannah,Johnston,0,
1982,Humanities,Gurbir,Jolly,31,4.4
1983,Nursing,Christine,Jonas-Simpson,5,4.2
1984,Accounting,Joanne,Jones,27,3.3
1985,Dance,Helen,Jones,5,3.1
1986,Psychology,Stephanie,Jones,3,4.8
1987,Education,Laura,Jones,4,3.6
1988,Visual Arts,Janet,Jones,27,3.4
1989,Fine Arts,Janet,Jones,1,3
1990,History,Edward,Jones-Imhotep,34,4.7
1991,Education,Lee,Jones-Imhotep,0,
1992,Philosophy,David,Jopling,99,4.7
1993,Human Resources Management,Keon,Jordan,2,4
1994,History,gerald,jordan,0,
1995,Psychology,Heather,Jordan,46,2.9
1996,Drama Studies,Aida,Jordao,1,4
1997,Accounting,Nemi,Joseph,0,
1998,Equity Studies,Jolin,Joseph,8,5
1999,Mathematics,Hans,Joshi,112,2.4
2000,Accounting,Preetika,Joshi,6,4.5
2001,Marketing,Ashwin,Joshi,11,4.6
2002,Business,Ashwin,Joshi,6,3.7
2003,Kinesiology,Andrea,Josse,9,4.8
2004,Psychology,Emoke,Jozsvai,11,2.1
2005,Psychology,Rebecca,Jubis,607,3.9
2006,English,Jennifer,Judge,9,4.8
2007,History,Joan,Judge,8,4.1
2008,Nursing,Linda,Juergensen,3,4.3
2009,History,Mark,Jurdjevic,4,4.9
2010,Humanities,Tanja,Juric,88,1.6
2011,Social Sciences,Tanja,Juric,18,1.5
2012,Business,Diane,Jurkowski,224,1.9
2013,Psychology,Jennifer,K Steeves,8,3.7
2014,Accounting,Timothy Ng,Ka Ho,1,1
2015,Health,Syeda,Kabir,1,5
2016,Administration,Mohafiqul,Kader,32,2.7
2017,Psychology,Karen,Kaffko,20,3.4
2018,Business,Norman,Kahn,0,
2019,Social Science,Jan,Kainer,33,4.2
2020,Anthropology,Tim,Kaiser,33,4.3
2021,Environmental Studies,Colleen,Kaiser,1,3
2022,Visual Arts,Hong,Kal,23,3.8
2023,Social Science,Kurosh,Kalareh,1,3
2024,Human Resources Management,Marvin,Kalchman,2,2.8
2025,Sociology,Andrea,Kalmin,33,2.7
2026,Social Science,Shruti,Kalyanaraman,2,1
2027,Business Administration,Iryna,Kalynychenko,0,
2028,Computer Science,Shahin,Kamali,0,
2029,Mathematics,Olga,Kaminer,30,3
2030,Writing,Monique,Kampherm,0,
2031,Finance,Mark,Kamstra,10,3.2
2032,Humanities,Ruba,Kana'An,5,3.8
2033,Accounting,Kiridaran Giri,Kanagaretnam,5,4
2034,Women's Studies,Nadia,Kanani,0,
2035,Kinesiology,Gus,Kandilas,58,4.4
2036,Computer Science,Kamen,Kanev,34,1.7
2037,Finance,Jisok,Kang,1,5
2038,Biochemistry,Mirzo,Kanoatov,8,4.4
2039,Computer Science,Mariana,Kant-Antonescu,18,2.9
2040,"Languages, Lit., & Linguistics",Parvathy,Kanthasamy,2,4.5
2041,Law,Vengayi,Kanyere,8,4.5
2042,Design,Hans,Kao,0,
2043,Environmental Studies,Ilan,Kapoor,17,4.8
2044,Computer Science,Bill,Kapralos,9,4.4
2045,Political Science,Ana Maria,Kapralos,6,4.7
2046,Psychology,Simone,Kaptein,5,3.3
2047,Administration,Anirban,Kar,0,
2048,Political Science,Baris,Karaagac,17,4.4
2049,Economics,Tsvetanka,Karagyozova,24,4.5
2050,Humanities,Leonard Eli,Karakowsky,6,4.3
2051,Business,Len,Karakowsky,178,4.4
2052,Management,Mustafa,Karakul,88,2.7
2053,Humanities,Hamza,Karamally,3,5
2054,Business,Rekha,Karambayya,17,3.5
2055,Biochemistry,Anthony,Karbat,0,
2056,Theatre,Christopher,Karczmar,3,4
2057,Public Administration,Sirvan,Karimi,62,4.1
2058,Civil Engineering,Shooka,Karimpour,1,5
2059,Biology,Karl Andrew,Karl Andrew White,1,1
2060,Education,Golriz,Karoubi,2,5
2061,Women's Studies,Eva,Karpinski,16,3.5
2062,Education,Margaret,Karrass,2,4
2063,Mathematics,Dimitrios,Karslidis,10,4.7
2064,Sociology,Anas,Karzai,11,2.3
2065,Computer Science,Paul,Kashiyama,202,2.7
2066,Computer Science,Yannis,Kassios,0,
2067,Engineering,Hossein,Kassiri,64,4.4
2068,History,Eva,Kater,0,
2069,Mathematics,Georgios,Katsimpas,4,4.5
2070,Psychology,Joel,Katz,3,5
2071,Music,Brian,Katz,3,4.7
2072,Humanities,Shirley,Katz,64,2.7
2073,Writing,Kate,Kaul,18,3.7
2074,Social Science,Harloveleen,Kaur,1,1.5
2075,Science,Guneet,Kaur,21,1.1
2076,Social Science,Nishan,Kaushall,0,
2077,Humanities,Nishan,Kaushall,2,3
2078,Psychology,Kerry,Kawakami,56,2.8
2079,Economics,Zafar,Kayani,25,2.8
2080,Communication Studies,Lewis,Kaye,13,3.5
2081,Philosophy,Patricia,Kazan,4,3.5
2082,Computer Science,Sarah,Kazemzadeh,44,2
2083,Film,Ali,Kazimi,7,1.8
2084,Legal Studies,Sabeen,Kazmi,0,
2085,Theatre,Magdalena,Kazubowski-Houston,1,5
2086,Social Science,Peggy,Keall,10,3.5
2087,Mathematics,Laura,Keane,4,1.8
2088,Geography,Mark,Kear,1,4.5
2089,Psychology,Leah,Keating,4,4
2090,Marketing,Richard,Kedzior,5,3.3
2091,Political Science,Tom,Keefer,7,4.1
2092,Humanities,Patricia,Keeney,15,3.4
2093,Philosophy,Joseph,Keeping,58,4
2094,Communication Studies,Dalton,Kehoe,245,4.1
2095,Environmental Studies,Roger,Keil,36,3.4
2096,Kinesiology,Peter,Keir,15,2.9
2097,Psychology,Krista,Kelly,1,5
2098,Theatre,Micheal,Kelly,0,
2099,Theatre,Aaron,Kelly,1,5
2100,Biology,Tamera,Kelly,2,5
2101,Geography,Philip,Kelly,23,4.4
2102,Biology,Scott,Kelly,107,4
2103,Theater,Michael,Kelly,32,4.1
2104,History,Ben,Kelly,27,4.4
2105,Biology,Tamara,Kelly,249,3.8
2106,Sociology,Ryan,Kelpin,0,
2107,Kinesiology,Roger,Kelton,69,3.8
2108,Geography,Nadia,Kelton,3,5
2109,Computer Science,Andrew,Kemeny,24,2.7
2110,Social Science,Kamala,Kempadoo,12,3.6
2111,Business,Alison,Kemper,29,3.5
2112,Engineering,Roger,Kempers,8,3.9
2113,Sociology,Robert,Kenedy,98,3.4
2114,Disaster Management,Eric,Kennedy,22,4.2
2115,Environmental Studies,Michael,Kenny,6,5
2116,Business,Jordan,Kenrick,4,4.5
2117,Biology,Brent,Kerbel,0,
2118,Environmental Studies,Jenny,Kerber,2,4.5
2119,Administration,Jonathan,Kere,1,4.5
2120,Political Science,Gerald,Kernerman,21,3.1
2121,Business,Jon,Kerr,55,4.2
2122,Business,Jonathan,Kerr,1,3
2123,Public Policy,Asare,Kester-Akrofi,1,5
2124,"Languages, Literatures & Linguistics",Thomas,Kettig,0,
2125,Computer Science,Maryam,Keyvanara,2,4.5
2126,Arabic,Walid,Khachab,4,4.2
2127,Information Technology,Peter,Khaiter,12,2.8
2128,Computer Science,Peter,Khaiter,82,2.3
2129,Health Policy amp Management,Ahmad,Khalid,10,3.5
2130,Philosophy,Muhammad Ali,Khalidi,16,4.4
2131,Computer Science,Shakil,Khan,10,2.3
2132,Management,Muhammad,Khan,5,1.1
2133,Economics,Shahed,Khan,10,3.7
2134,Psychology,Francine,Khan,1,1
2135,Accounting,Haroon,Khan,10,4.5
2136,Civil Engineering,Usman,Khan,4,4
2137,Computer Science,Muhammad,Khan,1,3
2138,Economics,Sharif,Khan,60,1.9
2139,Business Administration,Babar,Khan,53,3.7
2140,English,Shoilee,Khan,4,5
2141,Information Technology,Peter,Khater,0,
2142,Equity Studies,Shila,Khayambashi,5,4.6
2143,Education,Didi,Khayatt,7,3.5
2144,Computer Science,Hamzeh,Khazaei,21,3.1
2145,History,Sean,Kheraj,19,4.4
2146,Humanities,Mohamed,Khimji,51,3.5
2147,English,Regi,Khokher,10,5
2148,English,Natalia,Khomenko,14,4.1
2149,Sociology,Yalda,Khosravi,1,5
2150,Political Science,Shehnoor,Khurram,3,5
2151,Political Science,Nuzhat,Khurshid,0,
2152,Engineering,Gulzar,Khuwaja,13,1.8
2153,Social Work,Daniel,Kikulwe,0,
2154,Accounting,Eksa,Kilfoyle,14,2.8
2155,Administration,James,Kilgour,13,3.6
2156,Psychology,Kyle,Killian,44,4.7
2157,Education,Isabel,Killoran,7,3
2158,Visual Arts,Kathy,Kiloh,2,4.8
2159,Women's Studies,Daniel,Kim,0,
2160,Health,Julie,Kim,19,4.4
2161,Biology,Sam,Kim,6,4.9
2162,Biology,Sul Gi Kim,Kim,0,
2163,Biology,Sul Gi,Kim,5,5
2164,Psychology,Hyunji,Kim,9,1.6
2165,Mathematics,Sooyeong,Kim,1,5
2166,History,Janice,Kim,58,4.2
2167,Management,Henry,Kim,37,2.5
2168,Sociology,Ann,Kim,18,2.5
2169,Biology,Sul,Kim,9,4.9
2170,Psychology,Alice,Kim,37,4.8
2171,Biology & Chemistry,Bill,Kim,1,5
2172,Economics,Alena,Kimakova,58,2.8
2173,Philosophy,Matthew,King,20,3.7
2174,Sociology,Katherine,King,3,5
2175,Film,Philippa,King,1,1
2176,Theatre,Moynan,King,24,3.2
2177,Languages,Ruth,King,35,3.5
2178,Finance,Lois,King,67,4.8
2179,Physics,Robin,Kingsburgh,84,2.5
2180,Architecture,Robin,Kingsburgh,4,3
2181,English,Ken,Kingsley,8,5
2182,Visual Arts,Peter,Kingstone,6,2.2
2183,Computer Science,Gerald,Kio,13,2.3
2184,Computer Engineering,Onoise,Kio,28,1.6
2185,Environmental Studies,Stefan,Kipfer,29,3.3
2186,Business,Matthias,Kipping,34,2.9
2187,Physics,Tom,Kirchner,23,3
2188,Health Policy  Management,David,Kirsch,27,1.4
2189,Philosophy,Vitaly,Kiryushchenko,15,4.5
2190,Film,Joseph,Kispal-Kovacs,129,3.6
2191,Film,.,Kispal-Kovacs/,5,3.7
2192,Social Work,Brigette,Kitchen,7,3.6
2193,English,Andreas,Kitzmann,11,3.5
2194,History,Gregory,Klages,1,4
2195,Finance,George,Klar,71,4.3
2196,Philosophy,Abigail,Klassen,58,4.7
2197,Political Science,Thomas,Klassen,56,2.7
2198,Business Administration,Avraham,Kleiman,33,2.9
2199,Not Specified,Alan,Kleinman,4,4.9
2200,Health Policy  Management,Michael,Klejman,3,4.3
2201,Gender Studies,Kristine,Klement,60,3.8
2202,Biology,Alexander,Klenov,2,5
2203,Chemistry,Anna,Klimkina,0,
2204,Computer Science,Slawomir,Kmiec,7,3.6
2205,English,Ruth,Knechtel,25,4.7
2206,Communication,Irena,Knezevic,2,1
2207,Visual Arts,Katherine,Knight,29,3.4
2208,Mathematics,Diana,Knipl,6,4.1
2209,Liberal Studies,Sunho,Ko,5,5
2210,Social Science,Olena,Kobzar,54,4.7
2211,Psychology,Dincer,Kocalar,1,5
2212,Mathematics,Stanley,Kochman,67,2.8
2213,Education,Ryan,Koelwyn,5,1.2
2214,English,Duncan,Koerber,18,4.3
2215,History,David,Koffman,11,4
2216,Finance,Bert,Kohen,26,3
2217,Finance,Burt,Kohen,23,2.4
2218,Psychology,Peter,Kohler,14,3.1
2219,Administration,Mark,Kohler,11,3.8
2220,Mathematics,Ikjyot,Kohli,53,4.2
2221,Psychology,Paul,Kohn,14,3.1
2222,Nursing,Rosemary,Kohr,0,
2223,Administration,Kyle,Kolasingh,3,4.7
2224,Social Work,Ruth,Koleszar-Green,9,4.2
2225,Biology,Dennis,Kolosov,3,4.3
2226,Philosophy,Nikolas,Kompridis,37,2.7
2227,Marketing,Raymond,Kong,2,3.5
2228,Business Economics,Ying,kong,0,
2229,Economics,Ying,Kong,67,4
2230,Mathematics,Jude,Kong,58,3.6
2231,Accounting,Douglas,Kong,84,4.3
2232,Physics,Roman,Koniuk,38,4.3
2233,Marketing,Ashley,Konson,83,4.7
2234,History,Rachel,Koopmans,62,4.4
2235,Finance,Jury,Kopach,19,4.2
2236,Psychology,Agnieszka,Kopinska,325,3.6
2237,Marketing,Leora,Kornfeld,1,4
2238,Chemistry,Anna,Kornilova,2,3.8
2239,Mathematics,Chapin,Korosec,1,2
2240,Geography,Jennifer,Korosi,6,4.7
2241,Fine Arts Cultural Studies,Leslie,Korrick,63,2.6
2242,Social Science,Burak,Kose,1,1
2243,Education,Irene,Kosmas (kouretsos),2,3
2244,Biology,Anna,Kotova,0,
2245,Business,Sheldon,Koufman,3,3.3
2246,Visual Arts,Anthony,Koutras,1,2.5
2247,Chemistry,Hovig,Kouyoumdjian,159,4.5
2248,Humanities,Kispal-Kovacs,Kovacs,4,3.9
2249,French Studies,Ildiko,Kovacs,2,1.5
2250,Design,Katalin,Kovats,1,1
2251,Fine Arts Cultural Studies,Steve,Koven,2,2.8
2252,Biology,Nikola,Kovinich,21,3.2
2253,Geography,Jeremy,Kowalski,7,3.6
2254,Finance,Alexander,Kowalski,4,4
2255,Marketing,Robert,Kozinets,5,2.6
2256,Languages,Christina,Kraenzle,20,3.9
2257,Kinesiology,Alixandra,Krahn,1,5
2258,Dance,Donna,Krasnow,8,4
2259,Business,Dana,Krechowicz,0,
2260,Political Science,Jacqueline,Krikorian,21,4
2261,Cultural Studies,Sailaja,Krishnamurti,27,4
2262,Business,Murat,Kristal,0,
2263,Information Science,Murat,Kristal,24,3.7
2264,Natural Sciences,Kenton,Kroker,2,3
2265,Science,Kenton,Kroker,24,3.5
2266,Civil Engineering,Magdalena,Krol,6,4.2
2267,Criminology,Evangeline,Kroon,0,
2268,Human Resources Management,Anja,Krstic,8,3.8
2269,Design,Monika,Krupa,0,
2270,Chemistry,Sergey,Krylov,75,3.4
2271,Chemistry,Svetlana,Krylova,26,3.1
2272,Psychology,John,Krzeczkowski,2,5
2273,Mathematics,Hyejin,Ku,28,2.8
2274,Biology,Terrance,Kubiseski,8,4.2
2275,Biochemistry,Terry,Kubiseski,77,4
2276,Business,John,Kucharczuk,65,2.1
2277,Visual Arts,Radoslaw,Kudlinski,11,4.8
2278,Social Science,Lee,Kuhnle,7,5
2279,Gender Studies,Jennifer,Kujath,0,
2280,Kinesiology,Jennifer,Kuk,64,4
2281,Humanities,Avron,Kulak,33,4.3
2282,Political Science,Abhinav,Kumar,7,3.4
2283,Philosophy,Chandra,Kumar,45,4.3
2284,Natural Sciences,Anantharaman,Kumarakrishnan,0,
2285,Physics,Anatharaman,Kumarakrishnan,32,3.8
2286,Humanities,Loredana,Kun,133,4
2287,Psychology,Gail,Kunkel,5,2.3
2288,Computer Science,Steven,Kuo,20,2.8
2289,Social Science,Fuyuki,Kurasawa,58,4.7
2290,English,Chris,Kurata,6,1.7
2291,Management,Larry,Kurtulus,0,
2292,Nursing,Christine,Kurtz-Landy,16,1.8
2293,Business,Elizabeth,Kurucz,4,1.1
2294,Administration,Sophia,Kusyk,18,3.7
2295,French Studies,Laura,Kuzmenko,3,4
2296,Not Specified,Andre,Kuzmicki,5,3
2297,Mathematics,Alexey,Kuznetsov,44,3.7
2298,Social Science,Laura,Kwak,29,4.2
2299,Accounting,Sung,Kwon,43,2.7
2300,Biology,Raymond,Kwong,6,4.8
2301,Computer Science,Matthew,Kyan,9,5
2302,Sociology,Christopher,Kyriakides,5,5
2303,History,Alexis,Lachaine,7,3.8
2304,Political Science,Hannes,Lacher,35,4
2305,Social Work,Jan,Lackstrom,17,2.1
2306,Accounting,Sandra,Lacobelli,5,3.9
2307,Mathematics,Michael,LaCroix,4,1.8
2308,History,Molly,Ladd-Taylor,52,4.5
2309,Anthropology,Marc,Lafleur,21,4.2
2310,Economics,Nils-Petter,Lagerlof,35,3
2311,Political Science,Nelson,Lai,3,2.7
2312,Administration,Po,Lai,0,
2313,Law,Poland,Lai,8,4.4
2314,Health Policy & Management,Claudia,Lai,6,2.2
2315,Accounting,Liona,Lai,36,3.4
2316,Philosophy,Tristan,Laing,3,4.7
2317,Business,Linda,Lakats,149,2.4
2318,Biology,Patricia,Lakin,1,3
2319,Biology,Robert,Lakin,10,4.3
2320,Biology,Patricia,Lakin-Thomas,82,3.6
2321,Psychology,Richard,Lalonde,0,
2322,Music,Regina,Lam,12,4.4
2323,Computer Science,John,Lam,12,3.3
2324,Sociology,Lawrence,Lam,0,
2325,Social Science,Lawrence,Lam,55,2.1
2326,Health,Kenneth,Lam,75,1.9
2327,Social Science,Anita,Lam,18,4
2328,Health Policy & Management,Elene,Lam,5,2.4
2329,Kinesiology,Larkin,Lamarche,0,
2330,Languages,Marilyn,Lambert-Drache,12,4.8
2331,Kinesiology,Lindsay,Lamorre,6,4.8
2332,Theater,Paul,Lampert,7,4.2
2333,Administration,Leigh,Lampert,35,4.3
2334,Mathematics,Youness,Lamzouri,21,4.8
2335,Economics,Janet,Landa,26,3
2336,Philosophy,Kevin,Lande,8,4.8
2337,Psychology,Simon,Landry,3,4.7
2338,Sociology,Peter,Landstreet,102,3.5
2339,Economics,Sam,Lanfranco,96,3.6
2340,Sociology,Debra,Langan,94,3.8
2341,Mathematics,David,Langer,1,5
2342,Social Science,David,Langille,1,3
2343,Law,Andrew,Langille,5,4.2
2344,Political Science,David,Langille,84,2.8
2345,Information Technology,Carl,Lapp,19,3.3
2346,Marketing,Melissa,Lara,0,
2347,Art History,Marissa,Largo,0,
2348,Biology,Mani,Larijani,4,4.9
2349,Finance,Yelena,Larkin,0,
2350,Social Work,Tara,Larose,1,4
2351,Humanities,Nick,Lary,18,2.4
2352,Information Technology,Arash,Lashkari,24,4.9
2353,Business Administration,Marek,Laskowski,3,3.7
2354,Business,Eytan,Lasry,111,4.3
2355,Social Sciences,Eytan,Lasry,6,4.2
2356,Environmental Studies,Richard,Laszlo,2,1
2357,Philosophy,Frances,Latchford,0,
2358,Women's Studies,Frances,Latchford,57,4.4
2359,Economics,Roger,Latham,81,2.3
2360,English,David,Latham,0,
2361,Human Resources Management,Soosan,Latham,59,3.2
2362,Political Science,Robert,Latham,17,3.9
2363,Art History,Charlene,Lau,0,
2364,Art Studio,Yam,Lau,21,3.3
2365,Social Science,Audrey,Laurin-Lamothe,8,3
2366,Philosophy,David G.,Laverty,2,2
2367,Chemistry,Gino,Lavoie,14,2.5
2368,Criminology,Tulia,Law,0,
2369,Criminology,Tuulia,Law,43,1.6
2370,Humanities,Eric,Lawee,14,4.5
2371,Social Science,Robert,Lawerence,5,4.5
2372,Psychology,Dianne,Lawless,0,
2373,Psychology,Diane,Lawless,57,3.7
2374,Social Science,Rob,Lawrence,49,3.5
2375,Social Science,Bonita,Lawrence,17,3.7
2376,French Studies,Juliette,Lawson,18,1.6
2377,Theatre,Stephen,Lawson,1,5
2378,Political Science,James,Laxer,48,4.8
2379,Social Science,Katherine,Laxer,6,5
2380,Psychology,Clary,Lay,40,3.3
2381,English,David,Layton,2,5
2382,Humanities,Barbara,Lazar,37,3.7
2383,Economics,Fred,Lazar,68,3.9
2384,Music,Rick,Lazar,1,5
2385,Science,Jill,Lazenby,104,3.8
2386,Chemistry,Christine,Le,19,4.7
2387,Management,Richard,Leblanc,78,3.2
2388,Not Specified,R.,Leblanc,6,2.5
2389,Economics,Bernard,Lebrun,38,3.2
2390,Business,Kelly,Lecouvie,35,3.5
2391,TA,Jerusha,Lederman,20,4.6
2392,Environmental Studies,Timothy,Leduc,8,4.4
2393,Business,Peter,Lee,7,2.6
2394,Social Science,Muyang,Lee,0,
2395,Sociology,Muyang,Lee,0,
2396,Dance,susan,lee,0,
2397,Psychology,Vivian,Lee,5,5
2398,Administration,Sunwoo,Lee,1,5
2399,Humanities,Becky,Lee,17,2.9
2400,Administration,Li,Lee,21,4.3
2401,Nursing,Tsorng-Yeh,Lee,21,2.6
2402,Engineering,Regina,Lee,14,2
2403,"Languages, Lit., & Linguistics",Ahrong,Lee,19,4.3
2404,Economics,David Kyungwon,Lee,48,3.1
2405,Chemistry,Edward,Lee-Ruff,21,2.7
2406,Social Science,Ryan,Legassicke,2,1
2407,Philosophy,Vanessa,Lehan-Streisel,19,4.7
2408,Business,Keith,Lehrer,27,1.5
2409,Environmental Studies,Ute,Lehrer,6,3.6
2410,Economics,Fernando,Leibovici,19,2.5
2411,Philosophy,Matthew,Leisinger,7,5
2412,Languages,Myles,Leitch,7,3.1
2413,Music,Noam,Lemish,2,5
2414,English,Jill,Lennox,7,1.9
2415,Business Administration,Derrek,Lennox,0,
2416,Languages,Francoise,Leon,19,4.6
2417,Theatre,Tiana,Leonty,9,2.3
2418,Political Science,Rodney,Leoppky,9,4
2419,English,Marie-Christine,Leps,48,3.3
2420,Design,Gary,Leroux,35,3.2
2421,Visual Arts,Hugh,Leroy,15,4
2422,Computer Science,Yves,Lesperance,37,2.3
2423,Administration,Jodi,Letkiewicz,33,3.1
2424,Public Policy,Derek,Lett,1,3
2425,Social Science,Guy,Letts,5,3.4
2426,Computer Science,Tak-Him Erich,Leung,2,3
2427,Kinesiology,Kelvin,Leung,0,
2428,Engineering,Siu Ning Sunny,Leung,14,4.2
2429,Political Science,Alex,Levant,15,4
2430,English,Christian,Leveille,12,4.2
